ID,Brand,Category,Model Name,Reference No.,Price (USD),Currency,Release Date,Gender,Case Material,Case Diameter (mm),Case Thickness (mm),Dial Color,Strap Material,Strap Color,Water Resistance (m),Crystal Type,Movement Type,Power Reserve (hours),Complications,Availability,Warranty (Years),Country of Origin
44853,Hublot,Luxury,Big Bang,HU24396,2106.84,USD,22/11/2024,Women's,Aluminum,37.2,12,Red,Canvas,Black,50,Gorilla Glass,Automatic,40,Chronograph,In Stock,4,Switzerland
44854,TAG Heuer,Sports,Carrera,TA46821,5943.13,USD,09/06/2024,Men's,Bronze,41.6,12.6,Silver,Nylon,Black,50,Gorilla Glass,Automatic,80,GMT,Limited Stock,2,Switzerland
44855,Casio,Digital,G-Shock,CA49231,10473.64,USD,09/10/2021,Unisex,Stainless Steel,32,7.1,Gold,Leather,Red,200,Sapphire,Digital,40,Moonphase,Pre-Order,2,Japan
44856,TAG Heuer,Sports,Carrera,TA45927,2026.9,USD,31/01/2025,Women's,Stainless Steel,41.2,10.6,Black,Silicone,Blue,200,Plastic,Automatic,60,None,Pre-Order,2,Switzerland
44857,Rolex,Luxury,Oyster Perpetual,RO81318,6636.41,USD,21/09/2020,Unisex,Brass,44.6,15,Red,Rubber,Blue,100,Sapphire,Automatic,80,None,Limited Stock,5,Switzerland
44858,Longines,Dress,Master Collection,LO79127,14087.15,USD,13/01/2021,Men's,Aluminum,44.6,9.3,Silver,Canvas,Red,30,Mineral,Automatic,80,World Time,Pre-Order,1,Switzerland
44859,Longines,Dress,Master Collection,LO84541,4112.31,USD,05/05/2022,Men's,Ceramic,35.8,7.5,White,Leather,Green,100,Mineral,Automatic,80,GMT,Pre-Order,5,Switzerland
44860,Fossil,Fashion,Gen 6,FO91283,6886.38,USD,23/08/2022,Women's,Ceramic,40.1,13.3,Green,Leather,Silver,200,Mineral,Smart,60,None,Out of Stock,1,USA
44861,Omega,Dress,Speedmaster,OM21356,13783.89,USD,01/08/2022,Women's,Titanium,43.5,7.1,Black,Silicone,Red,100,Gorilla Glass,Automatic,80,Moonphase,Out of Stock,1,Switzerland
44862,Rolex,Luxury,Oyster Perpetual,RO74113,13832.92,USD,26/06/2023,Men's,Titanium,44.2,12.9,Blue,Rubber,Blue,30,Mineral,Automatic,40,GMT,Limited Stock,5,Switzerland
44863,Omega,Dress,Speedmaster,OM34807,8496.51,USD,30/05/2023,Men's,Stainless Steel,41.1,13.6,Gray,Silicone,Gold,50,Mineral,Automatic,80,Date,In Stock,5,Switzerland
44864,Garmin,Smartwatch,Fenix,GA62225,5118.99,USD,08/06/2022,Unisex,Aluminum,32.4,8.2,Blue,Mesh Steel,Red,300,Sapphire,Digital,70,None,In Stock,5,Taiwan
44865,Tissot,Classic,Le Locle,TI40017,2224.1,USD,01/02/2022,Men's,Brass,44.4,13.3,Blue,Canvas,Blue,300,Hardlex,Automatic,0,GMT,Pre-Order,2,Switzerland
44866,Garmin,Smartwatch,Fenix,GA38134,11779.1,USD,21/11/2020,Women's,Resin,38,11.2,Gray,Leather,Black,50,Plastic,Digital,60,None,In Stock,2,Taiwan
44867,Hamilton,Military,Khaki Field,HA25176,5045,USD,05/07/2024,Unisex,Aluminum,46,14.1,White,Silicone,Brown,300,Hardlex,Automatic,40,World Time,In Stock,3,USA
44868,Omega,Dress,Speedmaster,OM18380,11154.23,USD,27/02/2021,Men's,Stainless Steel,45.8,10.4,Green,Silicone,Gold,100,Sapphire,Automatic,70,GMT,Out of Stock,3,Switzerland
44869,Daniel Wellington,Minimalist,Petite,DA40752,4660.69,USD,21/12/2023,Men's,Brass,40.5,7.3,Gold,Canvas,Black,100,Gorilla Glass,Quartz,40,None,Out of Stock,1,Sweden
44870,Hublot,Luxury,Big Bang,HU45302,8058.84,USD,21/02/2025,Women's,Titanium,35.2,9.3,Green,Silicone,Blue,300,Plastic,Automatic,60,Chronograph,Limited Stock,4,Switzerland
44871,Tissot,Classic,Le Locle,TI51989,14330.78,USD,04/01/2024,Men's,Titanium,45.9,8.5,Green,Silicone,Red,100,Hardlex,Automatic,70,GMT,Out of Stock,3,Switzerland
44872,TAG Heuer,Sports,Carrera,TA20873,2527.47,USD,10/09/2024,Unisex,Titanium,45.7,6.6,Blue,Silicone,Blue,30,Gorilla Glass,Automatic,40,Chronograph,Limited Stock,2,Switzerland
44873,TAG Heuer,Sports,Carrera,TA71319,8406.26,USD,30/08/2024,Unisex,Bioceramic,44.7,7.9,Blue,Nylon,Brown,30,Sapphire,Automatic,70,Chronograph,Limited Stock,5,Switzerland
44874,Longines,Dress,Master Collection,LO41922,2897.21,USD,07/11/2021,Unisex,Stainless Steel,42.6,12.1,White,Silicone,Green,200,Mineral,Automatic,40,Chronograph,Limited Stock,1,Switzerland
44875,Orient,Classic,Bambino,OR21913,1939.22,USD,07/07/2025,Men's,Bioceramic,37.7,9.9,Gray,Nylon,Black,50,Sapphire,Automatic,40,World Time,Limited Stock,2,Japan
44876,Rolex,Luxury,Oyster Perpetual,RO20507,5747.53,USD,12/01/2023,Women's,Ceramic,40.2,12.4,Blue,Rubber,Green,100,Hardlex,Automatic,70,None,In Stock,2,Switzerland
44877,Timex,Casual,Weekender,TI75672,13365.72,USD,14/11/2021,Men's,Stainless Steel,43.8,10.4,Red,Nylon,Gold,100,Plastic,Quartz,60,GMT,Pre-Order,1,USA
44878,Hublot,Luxury,Big Bang,HU93639,3355.75,USD,27/10/2020,Women's,Bioceramic,39.9,9.4,Blue,Rubber,Blue,50,Plastic,Automatic,70,Chronograph,In Stock,2,Switzerland
44879,Fossil,Fashion,Gen 6,FO90524,988.33,USD,22/10/2020,Unisex,Bronze,35.4,12.3,Gray,Silicone,Red,300,Sapphire,Smart,60,Date,In Stock,4,USA
44880,Citizen,Eco-Drive,Promaster,CI28372,11059.4,USD,27/09/2020,Women's,Stainless Steel,37.7,8.8,Red,Nylon,Gold,300,Mineral,Solar Powered,60,Date,Limited Stock,3,Japan
44881,Apple,Smartwatch,Watch Series,AP51390,11953.33,USD,07/03/2021,Women's,Titanium,32.9,6.9,Silver,Mesh Steel,Blue,200,Mineral,Smart,40,Date,In Stock,3,China
44882,Timex,Casual,Weekender,TI33564,8220.42,USD,18/12/2022,Women's,Stainless Steel,32.1,13.2,Red,Rubber,Silver,200,Gorilla Glass,Quartz,0,GMT,Pre-Order,3,USA
44883,Seiko,Sports,Prospex,SE54727,1179.56,USD,12/07/2022,Men's,Bronze,39.1,13.8,Silver,Leather,Silver,100,Hardlex,Quartz,60,Date,Pre-Order,1,Japan
44884,Tissot,Classic,Le Locle,TI85831,9722.83,USD,01/03/2024,Men's,Brass,33.2,8.1,Red,Silicone,Black,200,Plastic,Automatic,60,Chronograph,In Stock,1,Switzerland
44885,Rolex,Luxury,Oyster Perpetual,RO10622,14426.38,USD,02/04/2024,Unisex,Titanium,41,9.3,Gray,Leather,Brown,30,Mineral,Automatic,80,None,Limited Stock,3,Switzerland
44886,TAG Heuer,Sports,Carrera,TA37332,5606.18,USD,23/06/2022,Unisex,Bioceramic,34.9,15,Black,Canvas,Red,50,Gorilla Glass,Automatic,80,GMT,Pre-Order,1,Switzerland
44887,Seiko,Sports,Prospex,SE71538,7124.3,USD,14/01/2023,Men's,Titanium,45.3,6.6,Gray,Rubber,Brown,200,Sapphire,Quartz,80,Moonphase,Pre-Order,4,Japan
44888,Tissot,Classic,Le Locle,TI80420,12771.96,USD,23/08/2024,Men's,Bioceramic,41.9,11.9,Green,Silicone,Gold,30,Sapphire,Automatic,60,None,Limited Stock,5,Switzerland
44889,Hublot,Luxury,Big Bang,HU99843,14810.02,USD,03/07/2025,Women's,Aluminum,38.8,11.8,Gold,Rubber,Black,30,Gorilla Glass,Automatic,80,Date,In Stock,3,Switzerland
44890,Swatch,Fashion,MoonSwatch,SW44193,9601.39,USD,16/10/2020,Unisex,Titanium,36.3,10.1,Green,Rubber,Brown,50,Plastic,Quartz,0,Moonphase,Limited Stock,5,Switzerland
44891,Casio,Digital,G-Shock,CA81099,8922.51,USD,19/04/2024,Men's,Resin,38.6,12.4,Blue,Nylon,Gold,100,Mineral,Digital,0,None,In Stock,3,Japan
44892,Omega,Dress,Speedmaster,OM50919,7830.86,USD,10/05/2021,Unisex,Brass,35.1,10.1,Silver,Silicone,Blue,200,Sapphire,Automatic,80,Date,Pre-Order,4,Switzerland
44893,Hublot,Luxury,Big Bang,HU76587,5668.59,USD,17/01/2022,Men's,Stainless Steel,42,9,Black,Rubber,Gold,200,Mineral,Automatic,0,Date,In Stock,2,Switzerland
44894,Fossil,Fashion,Gen 6,FO79002,4294.07,USD,20/08/2024,Women's,Brass,33.6,11.2,Gray,Canvas,Gold,30,Hardlex,Smart,60,Date,Limited Stock,1,USA
44895,Citizen,Eco-Drive,Promaster,CI32962,6613.14,USD,08/09/2020,Women's,Bioceramic,40.8,12.5,Gold,Mesh Steel,Brown,50,Hardlex,Solar Powered,0,Chronograph,Out of Stock,1,Japan
44896,Apple,Smartwatch,Watch Series,AP44750,4227.21,USD,09/12/2023,Men's,Bioceramic,36.3,8.5,Black,Silicone,Gold,100,Mineral,Smart,60,Moonphase,In Stock,3,China
44897,Seiko,Sports,Prospex,SE69129,2825.31,USD,11/11/2023,Women's,Bioceramic,44.8,11.1,Black,Rubber,Silver,300,Plastic,Quartz,40,World Time,In Stock,1,Japan
44898,Garmin,Smartwatch,Fenix,GA93487,10386.3,USD,11/10/2020,Unisex,Titanium,40.2,8.3,Green,Canvas,Red,200,Gorilla Glass,Digital,80,Moonphase,Limited Stock,2,Taiwan
44899,Swatch,Fashion,MoonSwatch,SW56953,680.78,USD,11/12/2022,Women's,Titanium,43.8,10.8,Black,Nylon,Blue,200,Mineral,Quartz,70,World Time,Limited Stock,2,Switzerland
44900,Hublot,Luxury,Big Bang,HU50613,2930.22,USD,19/10/2024,Women's,Brass,36.2,7.1,Red,Canvas,Silver,30,Hardlex,Automatic,80,Chronograph,Out of Stock,3,Switzerland
44901,Swatch,Fashion,MoonSwatch,SW91969,3601.47,USD,27/06/2024,Men's,Bronze,40.7,9.2,Gold,Mesh Steel,Blue,100,Hardlex,Quartz,0,Moonphase,Pre-Order,4,Switzerland
44902,Tissot,Classic,Le Locle,TI65958,9538.03,USD,17/05/2023,Men's,Brass,44.7,10.6,Black,Leather,Green,30,Sapphire,Automatic,80,World Time,Limited Stock,5,Switzerland
44903,Timex,Casual,Weekender,TI88268,643.89,USD,11/08/2021,Women's,Bronze,44.1,7.2,Gray,Silicone,Gold,300,Gorilla Glass,Quartz,70,Chronograph,Pre-Order,1,USA
44904,Apple,Smartwatch,Watch Series,AP29734,9804.53,USD,22/12/2023,Women's,Resin,35.5,13.6,Black,Mesh Steel,Black,300,Plastic,Smart,0,None,Limited Stock,1,China
44905,Timex,Casual,Weekender,TI44207,534.05,USD,04/02/2021,Men's,Titanium,44.8,14.9,Gray,Leather,Brown,30,Hardlex,Quartz,80,World Time,In Stock,4,USA
44906,Timex,Casual,Weekender,TI15637,14659.31,USD,09/12/2021,Women's,Ceramic,43.7,13,Silver,Leather,Brown,200,Gorilla Glass,Quartz,80,World Time,In Stock,5,USA
44907,Seiko,Sports,Prospex,SE12198,10702,USD,07/12/2024,Women's,Titanium,35.3,13.6,Blue,Leather,Red,200,Plastic,Quartz,40,None,Pre-Order,5,Japan
44908,Longines,Dress,Master Collection,LO78309,9178.46,USD,31/03/2022,Men's,Titanium,42.2,10.7,Silver,Silicone,Green,200,Hardlex,Automatic,40,Moonphase,Pre-Order,1,Switzerland
44909,Fossil,Fashion,Gen 6,FO59527,9507.17,USD,01/07/2025,Unisex,Aluminum,36.5,7.4,Red,Mesh Steel,Gold,200,Hardlex,Smart,80,Chronograph,In Stock,4,USA
44910,Hamilton,Military,Khaki Field,HA33642,5514.69,USD,20/04/2024,Unisex,Brass,32.2,12.5,Black,Silicone,Red,30,Sapphire,Automatic,0,GMT,In Stock,5,USA
44911,Hublot,Luxury,Big Bang,HU59823,9494.96,USD,24/07/2021,Men's,Brass,43.4,10.5,Gold,Mesh Steel,Gold,200,Plastic,Automatic,0,World Time,Out of Stock,4,Switzerland
44912,Fossil,Fashion,Gen 6,FO89594,6597.17,USD,05/05/2024,Men's,Bioceramic,41.2,14.4,White,Canvas,Black,100,Sapphire,Smart,0,World Time,Limited Stock,1,USA
44913,Apple,Smartwatch,Watch Series,AP20730,4699.26,USD,25/12/2022,Unisex,Ceramic,43.5,7,Gold,Silicone,Green,300,Gorilla Glass,Smart,80,Moonphase,Pre-Order,2,China
44914,Seiko,Sports,Prospex,SE59961,6913.59,USD,11/06/2022,Women's,Brass,37.9,11.5,Green,Nylon,Green,300,Plastic,Quartz,80,Date,In Stock,3,Japan
44915,Longines,Dress,Master Collection,LO67428,6077.78,USD,07/11/2022,Men's,Titanium,33.4,10.2,Blue,Mesh Steel,Black,50,Hardlex,Automatic,80,Moonphase,In Stock,3,Switzerland
44916,Hamilton,Military,Khaki Field,HA90796,12609.62,USD,15/05/2024,Women's,Bioceramic,44.8,9,Green,Canvas,Red,200,Gorilla Glass,Automatic,80,Chronograph,In Stock,4,USA
44917,Montblanc,Luxury,1858 Geosphere,MO71406,2600.16,USD,06/05/2023,Men's,Bioceramic,44,13.9,White,Nylon,Black,200,Sapphire,Automatic,40,None,In Stock,4,Switzerland
44918,Garmin,Smartwatch,Fenix,GA72051,2663.22,USD,21/08/2023,Unisex,Resin,36.3,14.4,Silver,Rubber,Silver,200,Plastic,Digital,0,Chronograph,Pre-Order,3,Taiwan
44919,Garmin,Smartwatch,Fenix,GA33099,3658.62,USD,11/05/2021,Women's,Ceramic,45.6,7.7,Silver,Silicone,Silver,300,Sapphire,Digital,40,World Time,In Stock,5,Taiwan
44920,Montblanc,Luxury,1858 Geosphere,MO62170,1845.02,USD,11/10/2024,Men's,Ceramic,33.5,11.5,Silver,Leather,Black,300,Mineral,Automatic,80,Date,Out of Stock,3,Switzerland
44921,Daniel Wellington,Minimalist,Petite,DA60863,4552.96,USD,27/01/2023,Men's,Resin,35.8,9.7,Gold,Mesh Steel,Gold,100,Mineral,Quartz,60,None,Out of Stock,3,Sweden
44922,TAG Heuer,Sports,Carrera,TA46991,8963.3,USD,15/10/2023,Unisex,Ceramic,34.9,10.2,Green,Rubber,Silver,50,Plastic,Automatic,40,Date,In Stock,2,Switzerland
44923,Omega,Dress,Speedmaster,OM87394,830.7,USD,21/10/2020,Men's,Titanium,38.8,11.9,Blue,Mesh Steel,Black,100,Sapphire,Automatic,0,Moonphase,Out of Stock,2,Switzerland
44924,Tissot,Classic,Le Locle,TI34110,14845.91,USD,03/10/2024,Women's,Bioceramic,42.4,13.8,Gray,Nylon,Brown,50,Sapphire,Automatic,0,GMT,In Stock,1,Switzerland
44925,Garmin,Smartwatch,Fenix,GA70108,10024.96,USD,28/04/2025,Men's,Stainless Steel,38,14.5,Green,Silicone,Brown,300,Plastic,Digital,70,None,Pre-Order,1,Taiwan
44926,Daniel Wellington,Minimalist,Petite,DA23895,4077.13,USD,02/02/2023,Men's,Aluminum,32.7,11.2,Red,Nylon,Red,300,Mineral,Quartz,80,Chronograph,Pre-Order,5,Sweden
44927,Casio,Digital,G-Shock,CA96000,4304.19,USD,15/01/2025,Women's,Ceramic,37,10.2,Black,Nylon,Black,100,Gorilla Glass,Digital,70,None,Pre-Order,3,Japan
44928,Citizen,Eco-Drive,Promaster,CI98108,13781.75,USD,25/01/2024,Unisex,Bioceramic,39.5,13,Red,Leather,Red,300,Mineral,Solar Powered,0,Date,In Stock,2,Japan
44929,Montblanc,Luxury,1858 Geosphere,MO62780,4634.38,USD,03/09/2021,Women's,Brass,43,14,Green,Leather,Blue,300,Hardlex,Automatic,60,Chronograph,Pre-Order,3,Switzerland
44930,Hamilton,Military,Khaki Field,HA43092,3157.27,USD,26/11/2020,Unisex,Resin,37.7,6.5,White,Leather,Gold,100,Hardlex,Automatic,0,Date,Pre-Order,4,USA
44931,Fossil,Fashion,Gen 6,FO50642,12857.02,USD,11/04/2025,Unisex,Brass,36.7,9.6,Blue,Silicone,Gold,100,Hardlex,Smart,60,Chronograph,Limited Stock,3,USA
44932,Casio,Digital,G-Shock,CA87266,14582.8,USD,02/08/2021,Men's,Bioceramic,32.7,8,Green,Canvas,Brown,30,Mineral,Digital,60,Chronograph,Limited Stock,5,Japan
44933,Hamilton,Military,Khaki Field,HA17233,13247.57,USD,21/04/2024,Men's,Titanium,35.9,10.5,Silver,Leather,Silver,30,Mineral,Automatic,80,None,Pre-Order,1,USA
44934,Citizen,Eco-Drive,Promaster,CI46336,7132.78,USD,21/10/2022,Unisex,Resin,40.6,8.6,Gray,Leather,Green,100,Mineral,Solar Powered,0,Chronograph,Out of Stock,4,Japan
44935,Citizen,Eco-Drive,Promaster,CI67958,10237.87,USD,05/07/2022,Men's,Titanium,35.2,11,Silver,Mesh Steel,Brown,300,Gorilla Glass,Solar Powered,0,Date,Out of Stock,1,Japan
44936,TAG Heuer,Sports,Carrera,TA31533,1053.07,USD,07/06/2022,Men's,Ceramic,44.6,13.9,White,Leather,Blue,100,Plastic,Automatic,80,None,Pre-Order,3,Switzerland
44937,TAG Heuer,Sports,Carrera,TA66582,8052.67,USD,08/03/2021,Men's,Bioceramic,33.6,9.7,Blue,Mesh Steel,Red,30,Mineral,Automatic,0,World Time,Out of Stock,4,Switzerland
44938,Orient,Classic,Bambino,OR66251,4563.08,USD,20/01/2023,Unisex,Stainless Steel,41.4,12.2,White,Rubber,Red,50,Gorilla Glass,Automatic,80,World Time,Out of Stock,4,Japan
44939,Tissot,Classic,Le Locle,TI38160,5068.66,USD,28/04/2022,Unisex,Bronze,41.2,9.3,White,Mesh Steel,Blue,30,Plastic,Automatic,70,Moonphase,Limited Stock,5,Switzerland
44940,Citizen,Eco-Drive,Promaster,CI82978,10699.63,USD,21/02/2023,Men's,Titanium,34.3,12,Gold,Leather,Green,100,Hardlex,Solar Powered,0,World Time,In Stock,3,Japan
44941,Swatch,Fashion,MoonSwatch,SW53421,302.13,USD,27/04/2021,Unisex,Titanium,32.5,12.9,Red,Canvas,Silver,200,Mineral,Quartz,60,World Time,Limited Stock,4,Switzerland
44942,Hublot,Luxury,Big Bang,HU22846,6475.94,USD,01/12/2020,Men's,Aluminum,33.7,11.2,Gray,Leather,Silver,200,Plastic,Automatic,40,Moonphase,Out of Stock,4,Switzerland
44943,Swatch,Fashion,MoonSwatch,SW34384,6065.16,USD,15/09/2022,Women's,Titanium,44.9,11.1,Green,Mesh Steel,Brown,30,Sapphire,Quartz,80,GMT,Limited Stock,2,Switzerland
44944,TAG Heuer,Sports,Carrera,TA76647,14697.47,USD,25/10/2022,Unisex,Titanium,42.7,8.1,Gray,Silicone,Red,30,Mineral,Automatic,0,World Time,Out of Stock,2,Switzerland
44945,Garmin,Smartwatch,Fenix,GA36150,14742.29,USD,08/12/2022,Women's,Bioceramic,33.7,7.9,Green,Leather,Blue,100,Hardlex,Digital,60,Chronograph,In Stock,2,Taiwan
44946,Longines,Dress,Master Collection,LO41761,13313.04,USD,02/03/2024,Unisex,Aluminum,39.4,13.1,Gold,Mesh Steel,Gold,300,Plastic,Automatic,60,Chronograph,In Stock,2,Switzerland
44947,Fossil,Fashion,Gen 6,FO16446,14902.24,USD,31/05/2021,Women's,Stainless Steel,39.3,8.9,Green,Nylon,Green,300,Sapphire,Smart,40,Chronograph,In Stock,4,USA
44948,Timex,Casual,Weekender,TI46940,3467.46,USD,07/04/2021,Men's,Bioceramic,45.6,13.9,Green,Nylon,Gold,100,Sapphire,Quartz,0,Moonphase,Limited Stock,4,USA
44949,Garmin,Smartwatch,Fenix,GA22517,5523.27,USD,27/04/2024,Unisex,Titanium,40.9,14.7,Black,Mesh Steel,Red,300,Sapphire,Digital,0,Date,Pre-Order,2,Taiwan
44950,Hublot,Luxury,Big Bang,HU92396,13248.13,USD,15/12/2022,Men's,Stainless Steel,43.6,15,White,Mesh Steel,Black,100,Mineral,Automatic,60,Moonphase,In Stock,5,Switzerland
44951,Fossil,Fashion,Gen 6,FO29386,320.32,USD,21/08/2023,Women's,Ceramic,38.5,8.5,Gray,Canvas,Gold,100,Sapphire,Smart,80,None,Out of Stock,5,USA
44952,Hamilton,Military,Khaki Field,HA30989,5435.3,USD,23/04/2021,Unisex,Bioceramic,38.5,11.4,Black,Rubber,Gold,200,Mineral,Automatic,0,Chronograph,Pre-Order,4,USA
44953,Garmin,Smartwatch,Fenix,GA13425,14456.27,USD,12/07/2021,Unisex,Aluminum,38.5,11.5,Red,Mesh Steel,Silver,100,Sapphire,Digital,40,Chronograph,Out of Stock,1,Taiwan
44954,Montblanc,Luxury,1858 Geosphere,MO73657,759.71,USD,22/04/2025,Men's,Resin,37.9,9.4,Gray,Canvas,Silver,200,Gorilla Glass,Automatic,0,Date,Pre-Order,3,Switzerland
44955,Orient,Classic,Bambino,OR56356,3415.6,USD,01/08/2022,Unisex,Bioceramic,35.4,12.3,Silver,Silicone,Black,200,Mineral,Automatic,0,Chronograph,Out of Stock,5,Japan
44956,Timex,Casual,Weekender,TI62385,3399.11,USD,16/10/2024,Men's,Aluminum,45.6,9.4,Silver,Mesh Steel,Blue,100,Plastic,Quartz,70,Moonphase,Limited Stock,4,USA
44957,Fossil,Fashion,Gen 6,FO16593,1359.52,USD,13/08/2022,Men's,Stainless Steel,45,12.8,Gold,Silicone,Green,300,Gorilla Glass,Smart,0,World Time,In Stock,4,USA
44958,Casio,Digital,G-Shock,CA23577,14302.96,USD,14/05/2021,Men's,Bioceramic,44.5,10,Black,Mesh Steel,Silver,50,Hardlex,Digital,70,Chronograph,Out of Stock,4,Japan
44959,Citizen,Eco-Drive,Promaster,CI13392,874.69,USD,17/04/2022,Unisex,Resin,44.1,13,Blue,Mesh Steel,Red,300,Gorilla Glass,Solar Powered,60,GMT,Pre-Order,4,Japan
44960,TAG Heuer,Sports,Carrera,TA67648,7207.52,USD,15/08/2021,Women's,Aluminum,42.4,11.6,White,Canvas,Brown,200,Gorilla Glass,Automatic,60,World Time,Out of Stock,5,Switzerland
44961,Rolex,Luxury,Oyster Perpetual,RO48522,529.4,USD,29/07/2024,Men's,Stainless Steel,32.7,12,White,Rubber,Brown,100,Plastic,Automatic,60,Moonphase,Pre-Order,1,Switzerland
44962,Citizen,Eco-Drive,Promaster,CI49338,11307.03,USD,15/12/2021,Men's,Bronze,40.1,13.3,Green,Mesh Steel,Green,200,Sapphire,Solar Powered,40,GMT,Out of Stock,4,Japan
44963,Omega,Dress,Speedmaster,OM39773,179.32,USD,02/09/2022,Women's,Resin,44,14.6,White,Leather,Green,300,Gorilla Glass,Automatic,0,Date,Limited Stock,2,Switzerland
44964,Daniel Wellington,Minimalist,Petite,DA79915,9020.82,USD,08/05/2021,Men's,Titanium,40.3,8.4,Silver,Nylon,Green,100,Plastic,Quartz,0,Chronograph,Pre-Order,1,Sweden
44965,Swatch,Fashion,MoonSwatch,SW55080,3589.26,USD,13/04/2021,Men's,Brass,36.3,7.1,Silver,Nylon,Blue,300,Gorilla Glass,Quartz,60,GMT,In Stock,2,Switzerland
44966,Garmin,Smartwatch,Fenix,GA98468,12336.82,USD,23/12/2021,Men's,Ceramic,35,11.5,Blue,Canvas,Blue,300,Gorilla Glass,Digital,70,Date,In Stock,4,Taiwan
44967,Casio,Digital,G-Shock,CA44109,397,USD,17/10/2020,Unisex,Stainless Steel,39.5,9.2,Gray,Silicone,Gold,200,Gorilla Glass,Digital,60,Moonphase,Limited Stock,1,Japan
44968,Rolex,Luxury,Oyster Perpetual,RO75945,10555.04,USD,10/01/2022,Unisex,Brass,45.7,8.1,Red,Canvas,Gold,300,Hardlex,Automatic,80,World Time,Out of Stock,1,Switzerland
44969,TAG Heuer,Sports,Carrera,TA52562,2120.6,USD,05/05/2025,Women's,Bronze,34.9,11.7,Green,Mesh Steel,Brown,100,Gorilla Glass,Automatic,70,Chronograph,Out of Stock,4,Switzerland
44970,Omega,Dress,Speedmaster,OM93934,13180.94,USD,13/02/2023,Unisex,Stainless Steel,38.9,11.7,Gold,Leather,Blue,30,Hardlex,Automatic,70,None,Limited Stock,5,Switzerland
44971,Apple,Smartwatch,Watch Series,AP66605,988.31,USD,12/07/2021,Men's,Stainless Steel,45.5,7,Red,Leather,Black,50,Gorilla Glass,Smart,40,Moonphase,In Stock,1,China
44972,Longines,Dress,Master Collection,LO22146,3454,USD,31/05/2021,Men's,Stainless Steel,38.8,11.3,Gold,Nylon,Silver,200,Mineral,Automatic,70,GMT,Out of Stock,3,Switzerland
44973,Garmin,Smartwatch,Fenix,GA61527,4828.25,USD,03/11/2020,Women's,Ceramic,40.2,12.2,Green,Rubber,Blue,300,Mineral,Digital,40,Chronograph,Out of Stock,2,Taiwan
44974,Fossil,Fashion,Gen 6,FO12867,5762.69,USD,27/06/2025,Women's,Stainless Steel,35.6,11.5,Red,Nylon,Brown,300,Sapphire,Smart,40,None,Out of Stock,4,USA
44975,Omega,Dress,Speedmaster,OM91084,12046.18,USD,14/09/2024,Unisex,Bioceramic,33.4,6.7,White,Mesh Steel,Green,100,Mineral,Automatic,40,None,Out of Stock,2,Switzerland
44976,Garmin,Smartwatch,Fenix,GA71153,2701.98,USD,14/06/2023,Unisex,Titanium,39.9,10.1,Gray,Leather,Silver,100,Sapphire,Digital,40,None,In Stock,1,Taiwan
44977,Timex,Casual,Weekender,TI15968,13453.68,USD,09/08/2024,Women's,Resin,45.5,9.6,Blue,Silicone,Brown,300,Mineral,Quartz,40,Chronograph,Pre-Order,4,USA
44978,Apple,Smartwatch,Watch Series,AP36618,12873.65,USD,08/11/2023,Men's,Resin,45,7.1,Red,Silicone,Red,100,Gorilla Glass,Smart,0,Date,In Stock,2,China
44979,Omega,Dress,Speedmaster,OM16309,9839.01,USD,04/11/2022,Women's,Bronze,33.6,6.7,Green,Rubber,Gold,50,Gorilla Glass,Automatic,40,World Time,Pre-Order,2,Switzerland
44980,Hamilton,Military,Khaki Field,HA13152,3394.77,USD,01/08/2020,Women's,Resin,44.5,7.7,Red,Mesh Steel,Gold,300,Plastic,Automatic,0,Moonphase,Out of Stock,4,USA
44981,Citizen,Eco-Drive,Promaster,CI42670,12539.63,USD,14/01/2022,Men's,Ceramic,42.5,10.7,Gray,Rubber,Black,200,Mineral,Solar Powered,40,World Time,Pre-Order,3,Japan
44982,Timex,Casual,Weekender,TI23386,1480.89,USD,14/08/2022,Men's,Titanium,40.6,13.2,Gold,Nylon,Blue,100,Sapphire,Quartz,0,None,Pre-Order,3,USA
44983,TAG Heuer,Sports,Carrera,TA51196,11741.04,USD,08/11/2024,Unisex,Brass,33,14.4,Gray,Mesh Steel,Brown,200,Sapphire,Automatic,60,Chronograph,In Stock,4,Switzerland
44984,Montblanc,Luxury,1858 Geosphere,MO64300,11927.32,USD,08/03/2025,Men's,Stainless Steel,45.2,12.7,Silver,Mesh Steel,Silver,200,Sapphire,Automatic,80,None,Out of Stock,1,Switzerland
44985,Casio,Digital,G-Shock,CA44272,343.88,USD,02/01/2023,Men's,Titanium,32.6,6.7,Green,Canvas,Gold,30,Plastic,Digital,80,None,Limited Stock,2,Japan
44986,TAG Heuer,Sports,Carrera,TA88730,13795.24,USD,10/03/2022,Unisex,Bronze,43.3,13.2,Red,Nylon,Green,300,Hardlex,Automatic,80,Moonphase,Pre-Order,1,Switzerland
44987,Omega,Dress,Speedmaster,OM28796,637.18,USD,15/05/2022,Unisex,Stainless Steel,39.4,12,Gray,Canvas,Red,300,Plastic,Automatic,60,World Time,In Stock,1,Switzerland
44988,Orient,Classic,Bambino,OR61000,9065.72,USD,05/04/2024,Women's,Stainless Steel,44.9,8.4,Green,Rubber,Blue,50,Plastic,Automatic,40,Chronograph,Pre-Order,5,Japan
